path,crop,class,label,sha256,dhash,duplicate_group,width,height,bytes,split
Tomato leaf blight/leaf blight399_.jpg,tomato,leaf_blight,tomato|leaf_blight,f7dee5a59bba5f6fedba481eb5fa3be3b2c05dcbe80327185bd824efb0ff2896,a62365697173736a,g020456,400.0,400.0,60663,train
Tomato septoria leaf spot/septoria leaf spot497_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,090538934c61b1734e3e3e785e3c82edb115e8171fd3d52bb3d7958d4a819198,1f27333f1f8f4313,g023841,400.0,400.0,42252,train
Cassava brown spot/brown spot694_.jpg,cassava,brown_spot,cassava|brown_spot,47746026ec1e20b3d4b961a55950cf4f4c304d66a4eb5c66d31ddc0782edd6f2,d1f8e4dadeb8bc1e,g010303,400.0,400.0,49758,train
Cashew healthy/healthy1198_.jpg,cashew,healthy,cashew|healthy,07936887f8852cfe440a513cdbc47b60715d42d8f9d17d44da02741c47e65051,5656e6a999c3c3d3,g002339,400.0,400.0,56254,train
Tomato leaf blight/leaf blight710_.jpg,tomato,leaf_blight,tomato|leaf_blight,5350587aecf83bfdccaf39dff4e0bbb3571e29bf5214dffe92dd14f9fee6e6b1,9d9d4db61e0f0301,g020798,400.0,400.0,47782,train
Tomato verticulium wilt/leaf blight928_.jpg,tomato,verticillium_wilt,tomato|verticillium_wilt,bff13c3af304074898e06b11232d47b6bbcc33340324290cc729145d37b05934,4385192d4f6f7e3e,g024364,400.0,400.0,47314,train
Cassava healthy/healthy761_.jpg,cassava,healthy,cassava|healthy,ad1ceba09d14a3e911bc0a2599b227d42f6268909819b538876b6b5f1f6efb4c,c24f63716cee9793,g012586,400.0,400.0,70791,train
Cashew anthracnose/anthracnose327_.jpg,cashew,anthracnose,cashew|anthracnose,4ccee402cfc16b589b929de0ce43a170159a17c2c28234e124a7c721e5ae7cd7,0e3b153775330fcd,g000981,400.0,400.0,56242,train
Maize leaf spot/leaf spot754_.jpg,maize,leaf_spot,maize|leaf_spot,769280f9c6bdfc6f88842d53f35cf3940cd41f63f91386dd6db93296e24b46f3,8603610683870181,g018117,400.0,400.0,60485,train
Cashew healthy/healthy1031_.jpg,cashew,healthy,cashew|healthy,847e4ced1639632e03c75ea30e87290778e6d0696c57b678e493a8176b9b97d6,79fdfef67cbdd9c2,g002155,400.0,400.0,48041,train
Maize leaf spot/leaf spot712_.jpg,maize,leaf_spot,maize|leaf_spot,29f48e05f90ca3b33147a1a0a3536c9bab5531f80aa9476d6e66615c95c6c372,1e1f1f1c38787353,g018073,400.0,400.0,65196,train
Cassava mosaic/mosaic509_.jpg,cassava,mosaic,cassava|mosaic,983c5b4412b52778edab4be8625c8b4811b8595a7b011cb0123be9a6e9e9c43a,07071f0fc747e7e6,g013511,400.0,400.0,39358,train
Maize streak virus/streak virus203_.jpg,maize,streak_virus,maize|streak_virus,2fcc4aa97a64c1e27fb5b166f1c04a211c8007c8328572d2195b949bfe01d4a2,e49312109a4dcd66,g018504,400.0,400.0,58324,train
Maize fall armyworm/fall armyworm33_.jpg,maize,fall_armyworm,maize|fall_armyworm,8e8130d81fe7082743b62b03390a00ec538c354387b3394073b23286abcbe3e7,13c3472527338385,g014259,400.0,400.0,70485,train
Cassava bacterial blight/bacterial blight2135_.jpg,cassava,bacterial_blight,cassava|bacterial_blight,f4316ebb9247e8d3719216ff7f8e6924d62a7ed1422bfd095b2cb2edbd6d0114,b2b291d0b4b2b2b2,g007808,400.0,400.0,56948,train
Cashew healthy/healthy454_.jpg,cashew,healthy,cashew|healthy,3230b72fb8ef538840069e7b7c1669c2021bc13353bf434f8ad3b08782518faf,cacd1637333b1717,g002882,400.0,400.0,47797,train
Cashew leaf miner/leaf miner1305_.jpg,cashew,leaf_miner,cashew|leaf_miner,8624bbd7f65f8d8361ccce0b7715adf5736d6d82b3092cb8ad17acd0a1c94e81,787c7d797058d262,g003827,400.0,400.0,89137,train
Cashew anthracnose/anthracnose1042_.jpg,cashew,anthracnose,cashew|anthracnose,8cd57069dcdc27927cb55958c1b7729829ceee242c0291c9347868a8a1f7fbc7,bd39eb711f0ed026,g000046,400.0,400.0,38767,train
Cassava green mite/green mite719_.jpg,cassava,green_mite,cassava|green_mite,cfc0e5852ba299ceb95c75669836103319c5d65ec148d916882f8f81a509a354,538706688ec2c271,g011346,400.0,400.0,70070,train
Cassava bacterial blight/bacterial blight1615_.jpg,cassava,bacterial_blight,cassava|bacterial_blight,f71643a19a3c95a1175ffe1fa0549e74fdeca11fc217ef42ea86a6358edf41f4,75563123a6acd246,g007231,400.0,400.0,60579,train
Tomato leaf blight/leaf blight244_.jpg,tomato,leaf_blight,tomato|leaf_blight,72444cffe1b5427870ea2409055fbd6c1ae090bf792da7e9e1b50affae72200d,232c3cd8c80989db,g020286,400.0,400.0,57379,train
Cassava healthy/healthy173_.jpg,cassava,healthy,cassava|healthy,ee73e09486209d23c1d3a973d5bb013026bb5d791f3795adb540279b379711a2,f0f8e78339636e3c,g011934,400.0,400.0,25468,train
Cashew red rust/red rust1200_.jpg,cashew,red_rust,cashew|red_rust,b9c115e85a66df4a66b7e0a3a59d2b57f19a1b2428a8a5e9343878da5a197bf9,00060c451f0f9d8c,g005089,400.0,400.0,80623,train
Cashew red rust/red rust562_.jpg,cashew,red_rust,cashew|red_rust,e59898c85fd9448177ebe458501d5422458bd0e6b2601cfbf86d0c46e3f0998a,57970f67e7913365,g006062,400.0,400.0,71206,train
Tomato leaf curl/leaf curl130_.jpg,tomato,leaf_curl,tomato|leaf_curl,d18421d63b41be0bf45fcc44e2bc17d10b8cfca86357cfeea3c32dca372f2b21,3e5f2f1b8b41a7cf,g021133,400.0,400.0,52603,train
Cassava mosaic/mosaic399_.jpg,cassava,mosaic,cassava|mosaic,828890c595e8faafc875cbe98f9b781579d69dac267a1dfb6ebe2608d2cc0113,e4dbfaf8f968ede6,g013388,400.0,400.0,44837,train
Tomato septoria leaf spot/septoria leaf spot5_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,072f68998dc10cb4ba24aad9075429f5c557174cbf98f6ceb744c9529e7f07db,58183c06279bc103,g023956,400.0,400.0,49286,train
Tomato verticulium wilt/verticulium wilt52_.jpg,tomato,verticillium_wilt,tomato|verticillium_wilt,688027d4994e476e895e49ec1ef507aea56989e9ca058095a9d7972aeb6bf539,711d5e5721310301,g024842,400.0,400.0,54243,train
Cashew red rust/red rust326_.jpg,cashew,red_rust,cashew|red_rust,0015917ff3ff9d36ba4f50d408af02cfee839edfeba5e045884df1f9d483d52a,3e8f0da292d1110b,g005800,400.0,400.0,38916,train
Tomato septoria leaf spot/septoria leaf spot526_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,246689a0154dd9adf4b682bd09c4bc744ef16f0d3d44097dadb708c3db5e53ff,9c1f674d1b2b1b87,g023874,400.0,400.0,34654,train
Maize leaf blight/leaf blight211_.jpg,maize,leaf_blight,maize|leaf_blight,3b068c42b1e32edfae73b022cb07e858b47c76d92d3cc4e356b3de1237f832b7,895ee6e1808020c0,g016287,400.0,400.0,40299,train
Tomato septoria leaf spot/septoria leaf spot311_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,13856a7a9667d93997a48c34638f0011db21be83d103ca7bc9402bffb4f8fd19,93130707174f6f2c,g023636,400.0,400.0,46778,train
Maize leaf blight/leaf blight99_.jpg,maize,leaf_blight,maize|leaf_blight,7fef0e6f069952500eb752433a53ef3f34d8c3f391e8a7bd5cdb32d8581f90af,fef0801a10ecdff6,g017140,400.0,400.0,57864,train
Tomato verticulium wilt/verticulium wilt602_.jpg,tomato,verticillium_wilt,tomato|verticillium_wilt,30dfd65bce6ee6e61dd5a5a6649dabe1fbb9622e364b956a290d911b22853c03,1c1f4b6717532f07,g024923,400.0,400.0,54952,train
Maize streak virus/streak virus929_.jpg,maize,streak_virus,maize|streak_virus,f4209db83a373dd3fde8f3d33e8c376cf68aeca4687203df94c9ae3d142ce3a1,fcecf9f1a91da105,g019268,400.0,400.0,66973,train
Maize grasshoper/grasshoper196_.jpg,maize,grasshopper,maize|grasshopper,691ade06a1a8743006d16f0802874617a298e053f59842127b7b157aa3192eea,cf9ee48c8e18d083,g014447,400.0,400.0,39454,train
Cashew red rust/red rust1561_.jpg,cashew,red_rust,cashew|red_rust,633079dcbf6ff22f3bd86d8dad6779fd6203e1e6c54c652dd12b5fd9b6fe21fb,71958ac8ca9aefbe,g005489,400.0,400.0,53593,train
Cashew healthy/healthy1098_.jpg,cashew,healthy,cashew|healthy,b271df5a6579e711bcbc76a4688ac495d45dee310b597ae8ddca303e058a8aee,30f0f2f6f6f48ce4,g002228,400.0,400.0,56065,train
Cashew red rust/red rust449_.jpg,cashew,red_rust,cashew|red_rust,4a0b1af8b4e8bdec9227fcd3fc39d804ca7ebe3aa549a8b658b9af04e4d93434,2160715142626123,g005936,400.0,400.0,72240,train
Cashew healthy/healthy483_.jpg,cashew,healthy,cashew|healthy,1c6160510a3c9a1957ee49da97793bb6b139ac3dd77eb5d04fb26c9d844be985,4b8f36676327271f,g002914,400.0,400.0,50850,train
Maize leaf blight/leaf blight174_.jpg,maize,leaf_blight,maize|leaf_blight,991cb527cab0b26061ed81bc5241801c6535001ca168d8da8c6c1a085b077348,384083136fbe3171,g016246,400.0,400.0,49936,train
Cashew healthy/healthy1236_.jpg,cashew,healthy,cashew|healthy,2efb279779930572d1a66ca2fbe1849bfecc5bbc50fb7ff2db12d8503588d521,dff37b5cfc7c3c9e,g002382,400.0,400.0,56161,train
Cashew red rust/red rust1019_.jpg,cashew,red_rust,cashew|red_rust,a96fa795dc26dc4433e76967cbdb422700581266a71cbf3b63e4354bf665d1a2,c0783c87bbdd2399,g004887,400.0,400.0,72616,train
Cashew anthracnose/anthracnose546_.jpg,cashew,anthracnose,cashew|anthracnose,c984d25dc368b43d13ae0ff174d4257e40eea0d71abd31697edda4c19e869b4b,0e074b2319250b07,g001224,400.0,400.0,76983,train
Cashew red rust/red rust412_.jpg,cashew,red_rust,cashew|red_rust,97cf1286e497be3508092ba7d966ad14d466f4aa03470152e14bc1420d84d472,2b1529331c0e0591,g005896,400.0,400.0,56667,train
Maize leaf beetle/leaf beetle375_.jpg,maize,leaf_beetle,maize|leaf_beetle,636ee3288bae524d2f60bf403ce9407ac33df9f0098a00103fef3b8140b40897,96929a9e4e486860,g015518,400.0,400.0,27437,train
Cashew gumosis/gumosis245_.jpg,cashew,gummosis,cashew|gummosis,56d01d90d66fa59df2b2896a7848f6dcb75801e4a3df66311fa2b5993380ace7,392973d29143e75a,g001888,400.0,400.0,66722,train
Maize leaf spot/leaf spot861_.jpg,maize,leaf_spot,maize|leaf_spot,4684e0b5a9fcbf55385db21bf34f13aab54f59bd95ed795549b2e676e0ee2732,6d6939f0b038d2cc,g018230,400.0,400.0,49419,train
Tomato septoria leaf spot/septoria leaf spot1856_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,0f1eae22d7e81e090f2f896fad9dcab371e39acc7daf30f604c10c2500d24c3a,3f2f0f0773270f0e,g022548,400.0,400.0,44782,train
Maize streak virus/streak virus683_.jpg,maize,streak_virus,maize|streak_virus,9c5b62950ae7521e52a5ef9d9dbf109369c80adf0ff512af650ab8cb7c5d5eb4,e7c382511b1b3af8,g018998,400.0,400.0,62050,train
Tomato septoria leaf spot/septoria leaf spot333_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,e319010186849d7bfd8bfc11012abc038d7501ec1bc85b5cb47849f909d01b11,2f6f4fdbc7834949,g023660,400.0,400.0,46196,train
Cashew gumosis/gumosis158_.jpg,cashew,gummosis,cashew|gummosis,393c330f906acd01eb3864239db3bc8716ef25470a4ce79a00e41053dd750f33,9d3cbdbc3e1c3c5c,g001792,400.0,400.0,70315,train
Tomato leaf blight/leaf blight313_.jpg,tomato,leaf_blight,tomato|leaf_blight,486c8ce2d5ed1d02499409123fbf3f083d2122bba5886bc470ad22251fc7d089,9d9ede6f7f3f1fcd,g020363,400.0,400.0,49142,train
Tomato leaf blight/leaf blight74_.jpg,tomato,leaf_blight,tomato|leaf_blight,e5233d2ef0771a81ddd27691174c0108e61b42ab13ba1424502e7f6d33c6508a,61811d2135237f9c,g020840,400.0,400.0,51903,train
Cassava bacterial blight/bacterial blight1795_.jpg,cassava,bacterial_blight,cassava|bacterial_blight,90911f98b437ebdd8455727c8e7fa1f1d5d444963b8aa52cd06667d3e8a346d7,9e5e7ef872e3c38b,g007430,400.0,400.0,43479,train
Cashew leaf miner/leaf miner675_.jpg,cashew,leaf_miner,cashew|leaf_miner,b3fa8692e8e2d35b1ebaa0a79e40ce27bc4384841191875cea4eb98bee95cae1,3e337541f2f8d1e7,g004505,400.0,400.0,65323,train
Maize grasshoper/grasshoper271_.jpg,maize,grasshopper,maize|grasshopper,6b07fce39f3cd758106b068418a7fa4a373e6cdba6cc2083aee1c9e7de5d4b77,f030a52707263113,g014530,400.0,400.0,39255,train
Maize leaf beetle/leaf beetle827_.jpg,maize,leaf_beetle,maize|leaf_beetle,2accc6c44404260ca2a5294466e90e3990e6a30192a405df2ff65f0bec7bc125,1b4d4c8e8e9b1fea,g016011,400.0,400.0,32710,train
Tomato septoria leaf spot/septoria leaf spot1631_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,5a524bb4861047ccf3c2514e444d5c484a6ce2c35aff4a4e3efbd756f5a8dd2b,a38141050f6b0b0e,g022306,400.0,400.0,57878,train
Maize streak virus/streak virus628_.jpg,maize,streak_virus,maize|streak_virus,9eb2aa2e4174d8ffa44629473378363aa6d4ff247a714d6d266cf00356d362ff,0edcfc900039e18f,g018937,400.0,400.0,50969,train
Cassava bacterial blight/bacterial blight2468_.jpg,cassava,bacterial_blight,cassava|bacterial_blight,a5f34443568b1020541949d9415e350192daa0c18e6d19538d05adaf0d69d5c9,c178bcde4fe2a1e0,g008177,400.0,400.0,53703,train
Cashew leaf miner/leaf miner1194_.jpg,cashew,leaf_miner,cashew|leaf_miner,2eff5299b92e17e0ba2d812e299097ae6b4fca870f310396263a2832ad9225d2,3cc86e2e0eacbcd6,g003703,400.0,400.0,73436,train
Maize leaf beetle/leaf beetle203_.jpg,maize,leaf_beetle,maize|leaf_beetle,4c777a49f9d7814386ad169c11484919366cf7ba92f4b57281d3e6653746bb0c,36352f0f0d0f6b6b,g015332,400.0,400.0,32452,train
Cashew red rust/red rust915_.jpg,cashew,red_rust,cashew|red_rust,781ac4d678fd598d32ad0878dea2e518a00bb102dcd7406fbb431c2d57f584ae,85130e2d58306143,g006454,400.0,400.0,46824,train
Cashew healthy/healthy195_.jpg,cashew,healthy,cashew|healthy,d69f1ffe6cdbfcd97422e27eed6748e2b93510391e5e212ce1d83aebad19ae23,4896333327270f16,g002596,400.0,400.0,56395,train
Cashew anthracnose/anthracnose418_.jpg,cashew,anthracnose,cashew|anthracnose,77966aa7c99d0f0505bcc72074586806712e1a033638033e7c8e0e6351060241,3b3d4e661b0b0707,g001082,400.0,400.0,49257,train
Cashew red rust/red rust238_.jpg,cashew,red_rust,cashew|red_rust,c55c1e1f9ebb14502fefa25dcf8e6462edb3928390824d93440bc06a31d28e3d,8b1b335343491b0e,g005702,400.0,400.0,97297,train
Maize leaf blight/leaf blight607_.jpg,maize,leaf_blight,maize|leaf_blight,d0a374badb7a1cf6e4cf12eba721b45d535e62573c4516b6b93a78e988707135,1d9d1c3d6a447938,g016719,400.0,400.0,48683,train
Cashew healthy/healthy481_.jpg,cashew,healthy,cashew|healthy,321e6feb10ef89b46f2165dcdc2f4b71dbc3cd7e9874509e9401fafcdb51619a,4b9d2f361737071f,g002912,400.0,400.0,50955,train
Cassava green mite/green mite409_.jpg,cassava,green_mite,cassava|green_mite,4036c58d289f55caf115e0a16750435cc7cb10587a7b6adf42a4b793606eb888,301cc47319a38089,g011002,400.0,400.0,50800,train
Cassava brown spot/brown spot833_.jpg,cassava,brown_spot,cassava|brown_spot,65d0d7f47d93b82fe9f4ad0de5c272b94be636e330aed39daf3e625450045ab7,e0784463f078d8d9,g010458,400.0,400.0,83542,train
Maize leaf spot/leaf spot1203_.jpg,maize,leaf_spot,maize|leaf_spot,22edc0dd54476ca7764a05e89c795e2c24ef6c70c53945fa55f9c7e5621bcce4,9edcf03020e8cc5c,g017367,400.0,400.0,44167,train
Cassava brown spot/brown spot206_.jpg,cassava,brown_spot,cassava|brown_spot,5d78270b51b9e95d342f870639bedca3afd608898ba23125e33d28af773188ff,43070f1d3ae6cd79,g009762,400.0,400.0,33857,train
Cassava mosaic/mosaic801_.jpg,cassava,mosaic,cassava|mosaic,2bcdb852c709b8ce486deb6c923bdccf02b5b8d0e11559a94abfec47d7ec127a,48e870703c0f8360,g013836,400.0,400.0,44338,train
Tomato septoria leaf spot/septoria leaf spot1548_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,8d31fdfe5b92f78d04a5cc3f5c9b11e503127fcdc1d0fa62036192fa13db7e55,6b73fd4e5f5f6717,g022213,400.0,400.0,46806,train
Cassava brown spot/brown spot800_.jpg,cassava,brown_spot,cassava|brown_spot,4af84582a9972c09d334837326bbfafea9b2046ee116cb59cb6dec178aba35a4,83603c3e7ec5878f,g010422,400.0,400.0,89905,train
Cassava bacterial blight/bacterial blight1306_.jpg,cassava,bacterial_blight,cassava|bacterial_blight,32e7af98ca84343eec718d13b3e20c268057daee2769e225386ff26969544408,723b79797b7b7e39,g006888,400.0,400.0,51252,train
Tomato verticulium wilt/verticulium wilt709_.jpg,tomato,verticillium_wilt,tomato|verticillium_wilt,1b253e51cbc3991bb1bfc8262fd3e96ddeff462c0a43853acbab203a57820745,4f4f46675b5b0907,g025041,400.0,400.0,52010,train
Tomato septoria leaf spot/septoria leaf spot609_.jpg,tomato,septoria_leaf_spot,tomato|septoria_leaf_spot,cb6f44852354a1604305f6ec7981440627711a0f97198635ddb8409049a9c2f1,63830b1d0f4343f3,g023966,400.0,400.0,31391,train
